name,food_name,Images,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent,RecipeServings,RecipeInstructions,is_seafood,is_nut,is_lactose
896,Pasta Rosa-Verde,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/04/4/picf7TbeV.jpg",PT20M,PT10M,PT30M,"""dry penne pasta"", ""ziti pasta"", ""onion"", ""garlic cloves"", ""olive oil"", ""tomatoes"", ""salt"", ""fresh ground black pepper"", ""crushed red pepper flakes"", ""watercress"", ""spinach"", ""pine nuts"", ""gorgonzola"", ""blue cheese""",345.4,11.9,55.2,8.2,4,"""Cook pasta according to package directions, drain."", ""Cover and keep warm."", ""Meanwhile, cook onion and garlic in hot olive oil in a large frypan over medium heat till onion is tender."", ""Add tomato, salt, black pepper and if desired crushed red pepper."", ""Cook and stir over medium high heat about 2 minutes or till the tomatoes are warm and release some of their juices."", ""Stir arugula, watercress, or spinach, and heat just till greens are wilted."", ""To serve, divide pasta among individual serving bowls."", 
""Top with tomato mixture."", ""Sprinkle with toasted pine nuts or almonds and the cheese."")",0,1,1
897,Sweet and Sour Pasta Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/04/9/picfaGLX3.jpg",PT10M,PT10M,PT20M,"""tri-color spiral pasta"", ""red onion"", ""tomatoes"", ""cucumber"", ""green pepper"", ""fresh parsley"", ""sugar"", ""vinegar"", ""ground mustard"", ""salt"", ""garlic powder""",192.2,0.7,42.5,4.2,16,"Cook pasta according to package directions; drain and rinse with cold water."", ""Place in large serving bowl, add onion, tomato, cucumber, green pepper and parsley, set aside."", ""In a saucepan combine the dressing ingredients, cook over medium-low heat for 10 minutes or until sugar is dissolved."", ""Pour over salad and toss."", ""Cover and refrigerate for 2 hours."", ""Serve with slotted spoon.",0,0,0
898,Chicken Breasts Cilantro,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/05/7/picWeLEil.jpg",PT35M,PT12M,PT47M,"""lime juice"", ""honey"", ""boneless skinless chicken breast halves"", ""tortilla chips"", ""salsa"", ""fresh cilantro"", ""monterey jack cheese""",299.4,14.4,13.5,29.6,4,"Combine lime juice, oil, and honey in shallow dish."", ""Dip chicken in lime mix."", ""Coat chicken with tortilla crumbs."", ""Place in ungreased 11x7 baking dish."", ""Bake, uncovered at 350* for 25 minutes."", ""Mix salsa and cilantro."", ""Pour over chicken."", ""Sprinkle with cheese."", ""Bake for 6 minutes more.",0,0,1
899,"Fun ""Greek style"" pasta salad","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/08/1/piceI25yL.jpg",PT10M,PT15M,PT25M,"""tomatoes"", ""green onions"", ""black olives"", ""feta cheese"", ""cucumber"", ""olive oil"", ""lemon juice"", ""garlic"", ""salt"", ""pepper""",413.8,39.2,8.4,9.2,4,"Boil and drail noodles."", ""Allow noodles to cool."", ""Add all other ingredients."", ""Mix well."", ""Serve.",0,0,1
900,Barley Morocco,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/10/4/pic3Xb8OO.jpg",PT1H15M,PT20M,PT1H35M,"""pearl barley"", ""olive oil"", ""onion"", ""celery"", ""garlic"", ""carrots"", ""zucchini"", ""green pepper"", ""broccoli floret"", ""garbanzo beans"", ""vegetable broth"", ""soy sauce"", ""lemon juice"", ""ground coriander"", ""ground ginger"", ""cayenne pepper"", ""cornstarch"", ""cilantro""",623.6,5.0,130.6,18.6,6,"""TO COOK BARLEY: Place 1-1/3 cups regular pearl barley, 4 cups water and 1 teaspoon salt in large saucepan."", ""Bring to boil."", ""Cover and cook on low heat for 45 minutes or until barley is tender and liquid is absorbed."", ""Makes about 4 cups."", ""TO COOK VEGETABLES: Heat oil in large heavy saucepan over medium heat."", ""Add onions, celery and garlic."", ""Saute 3 to 4 minutes."", ""Add remaining ingredients except cornstarch mixture and garnish."", ""Bring to boil."", ""Cover and simmer 10 to 15 minutes or until vegetables are tender."", 
""Stir in cornstarch mixture and cook, stirring, until thickened."", ""Spoon barley around the edge of a deep platter."", ""Pour vegetables into center."", ""Garnish, if desired, and serve."")",0,0,0
901,Italian Casserole Dinner,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/11/6/pic5xHHFF.jpg",PT30M,PT15M,PT45M,"""ground sausage"", ""ground beef"", ""onion"", ""green pepper"", ""garlic"", ""tomato sauce"", ""tomato paste"", ""water"", ""basil"", ""oregano"", ""garlic powder"", ""cheddar cheese"", ""mozzarella cheese""",375.9,19.6,29.9,20.7,8,"In dutch oven, saute sausage, beef, onion, green pepper, and garlic until meats are no longer pink; drain."", ""Add tomato sauce, paste, water, and seasonings."", ""Bring to a boil, reduce heat and simmer for 5 minutes."", ""Stir in noodles."", ""Put in 13x9 pan and sprinkle with cheeses."", ""Bake at 350* for 30 minutes or until cheese is browned and bubbly.",0,0,1
902,Lemon Garlic Chicken,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/12/7/picnbDM6s.jpg",PT3H,PT15M,PT3H15M,"""chicken breast halves"", ""oregano"", ""seasoning salt"", ""pepper"", ""butter"", ""margarine"", ""water"", ""lemon juice"", ""garlic"", ""chicken bouillon granule"", ""parsley""",298.8,17.9,1.0,31.8,6,"""Remove excess skin and fat from chicken, rinse and pat dry."", ""In a small bowl combine oregano, seasoned salt and pepper, rub mixture onto chicken using all of the mixture."", ""In a large skillet over medium heat brown chicken in the butter."", ""Transfer chicken to slow cooker."", ""To the skillet add the water, lemon juice, garlic and chicken bouillion."", ""Stirring over medium heat bring mixture to a boil, loosening browned bits from the bottom of the skillet."", ""Pour over Chicken, cover and cook on high for 2 1/2 to 3 hours or on low for 5 to 6 hours until chicken is almost tender."", 
""Add parsley Cover and cook on high for 15-30 minutes more!"")",0,0,1
903,Green Chile Chicken Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/13/8/picRtHKLX.jpg",PT20M,PT5M,PT25M,"""corn"", ""chicken"", ""chicken breasts"", ""milk"", ""green chili peppers"", ""pepper"", ""tortilla""",127.9,5.5,17.1,4.8,8,"Mix soups, chicken, corn and green chile in very large pot."", ""Gradually add milk to desired consistency."", ""I use about 3/4 of the empty soup can full."", ""Let boil."", ""Serve in bowls with tortillas on the side."", ""You can probably do this in a crockpot with raw chicken at the bottom, top with soup, corn, milk and chile and let cook 7 hours.",0,0,1
904,Creamy Chicken-pasta Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/14/3/23143.jpg",PT20M,PT15M,PT35M,"""butter"", ""button mushrooms"", ""celery"", ""carrot"", ""onion"", ""all-purpose flour"", ""low sodium chicken broth"", ""half-and-half"", ""fresh parsley"", ""penne pasta"", ""sugar snap pea"", ""fresh lemon juice""",453.4,19.2,34.8,35.2,6,"""Melt butter in heavy large pot over medium heat."", ""Add mushrooms, celery, carrots and onion."", ""Cook until celery and onion are tender, about 5 minutes."", ""Add flour and cook 3 minutes, stirring frequently."", ""Gradually mix in chicken stock."", ""Bring soup to simmer, stirring frequently."", ""Add half and half and chopped parsley and simmer 5 minutes."", ""Add chicken tenders and simmer until cooked through, about 5 minutes."", ""(Chicken soup can be prepared 1 day ahead. Cool slightly. Cover and refrigerate.) Cook penne pasta in large pot of boiling salted water until just tender but still firm to bite."", 
""Drain pasta."", ""Bring chicken soup to simmer."", ""Mix in cooked pasta and sugar snap peas and simmer 2 minutes."", ""Mix in lemon juice; season to taste with salt and pepper."")",0,0,1
905,Macaroni and Cheese Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/16/4/picD0jYG1.jpg",PT15M,PT15M,PT30M,"""macaroni"", ""celery"", ""peas"", ""carrot"", ""pimiento"", ""cheddar cheese cube"", ""Miracle Whip""",248.2,7.9,32.2,11.7,6,"Drain well and chill cooked macaroni."", ""Combine macaroni with celery, peas, carrots, cheese cubes and pimento's."", ""Season to taste."", ""Moisten with desired amount of Miracle Whip."", ""Serve cold, garnished with olives.",0,0,1
906,Roasted Potatoes With Rosemary and Sea Salt,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/17/0/piccsRn8Q.jpg",PT30M,PT15M,PT45M,"""extra virgin olive oil"", ""sea salt"", ""coarse salt"", ""ground black pepper"", ""garlic cloves"", ""fresh rosemary""",179.9,10.3,20.0,2.5,2,"Preheat oven to 400°F."", ""Toss potatoes with oil, salt and pepper in medium bowl to coat."", ""Transfer potatoes to small baking sheet; roast 20 minutes, stirring once."", ""Add garlic and rosemary to potatoes; toss."", ""Roast until potatoes are just tender, about 10 minutes."", ""Transfer to plate; serve."", ""Makes 2 servings.",0,0,0
907,Easter Babka,https://img.sndimg.com/food/image/upload/v1/img/feed/23181/6HMCQZRQmJRAV5Sm9eAA_Message_1522535653855.jpg,PT50M,PT4H,PT4H50M,"""milk"", ""flour"", ""milk"", ""compressed yeast cakes"", ""sugar"", ""sugar"", ""salt"", ""vanilla"", ""citron"", ""lemon rind"", ""butter"", ""confectioners' sugar"", ""rum"", ""lemon juice"", ""water""",414.0,20.1,49.0,10.0,12,"""Scald 1 cup milk and slowly add 3/4 cup flour and beat thoroughly."", ""Cool."", ""Dissolve yeast in 1/4 cup warm milk, mix in 1 tbsp sugar."", ""Add to the cooled flour mixture and beat well."", ""Let rise until double in bulk (30 minutes)."", ""Add salt to eggs yolks and beat until thick and lemon colored."", ""Add sugar, vanilla and almond extract and continue to beat."", ""Add to sponge (flour-yeast mixture), add remaining flower."", ""Knead for ten minutes."", ""Add butter and knead 10 minutes or until dough no longer sticks to your fingers."", 
""Add fruit and nuts mix into dough, cover and let rise until double in bulk (60 minutes)."", ""Punch down and let rise again (60 minutes)."", ""Punch down."", ""Butter a fluted tube pan and sprinkle with bread crumbs."", ""Fill with dough to cover 1/3 of the pan."", ""Let rise 1 hour* and bake at 350°F for 50 minutes."", ""Cool and decorate with lucre."", ""Lucre: Mix ingredients and spread over top of cake, letting it drip down the sides."", ""Note- rising times are approximate."", ""Keep dough covered in a warm place free from drafts.""
)",0,0,1
908,"Pasta Shells With Chicken, Mushrooms, Escarole, and Sun-Dried To","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/19/1/pic0318X9.jpg",PT20M,PT15M,PT35M,"""extra virgin olive oil"", ""garlic cloves"", ""crushed red pepper flakes"", ""low sodium chicken broth"", ""escarole"", ""pasta shells"", ""sun-dried tomato packed in oil"", ""parmesan cheese""",449.5,15.9,47.1,30.6,4,"""Heat oil in large deep nonstick skillet over medium heat."", ""Add mushrooms and sauté until tender, about 4 minutes."", ""Add garlic and crushed red pepper and stir 1 minute."", ""Add broth and bring to boil."", ""Stir in escarole; cover and cook 5 minutes."", ""Uncover and cook until escarole is tender, stirring often, about 3 minutes longer."", ""Season with salt and pepper."", ""Meanwhile, cook pasta in large pot of boiling salted water until just tender but still firm to bite."", ""Drain; return to pot."", 
""Add escarole mixture, chicken, and sun-dried tomatoes."", ""Stir over medium heat until chicken is heated through, about 3 minutes."", ""Season with salt and pepper."", ""Transfer to bowl; sprinkle with cheese."", ""Makes 4 servings."")",0,0,1
909,Filet Mignon with Rum Butter,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/24/0/59fXwWEfQKNehVMmJuqg_P1010005.JPG",PT20M,PT1H,PT1H20M,"""dark rum"", ""lime juice"", ""beef tenderloin steaks"", ""butter"", ""shallot"", ""crushed red pepper flakes"", ""salt"", ""parsley""",171.2,8.7,2.1,0.4,4,"Combine half of rum, shallots, lime juice and pepper in shallow dish."", ""Add steaks."", ""Marinate 30 TO 60 minutes, turning once."", ""Sprinkle with salt."", ""Heat remaining rum, shallots, lime juice and pepper in small pan on preheated outdoor grill."", ""Stir in butter a small piece at a time."", ""Stir in parsley."", ""Brush steaks with half of rum butter and grill 8 to 10 minutes."", ""Turn and brush with remaining rum butter."", ""Grill another 8 minutes or until desired doneness.",0,0,1
910,Bean and Salsa Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/24/2/picfocikC.jpg",PT20M,PT5M,PT25M,"""black beans"", ""pinto beans"", ""vegetable broth"", ""chunky salsa"", ""ground cumin"", ""sour cream"", ""green onions""",248.8,3.6,41.4,15.1,4,"Put the beans, broth, salsa and cumin in a saucepan over a medium heat and heat through."", ""Use a hand mixer to blend until fairly smooth."", ""To serve, ladle soup into 4 individual bowls and top each bowl with 1 tablespoon of the sour cream, and 1/2 teaspoon green onion.",0,0,1
911,Corn Muffin Casserole,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/26/4/picc1zAau.jpg",PT1H,PT10M,PT1H10M,"""whole kernel corn"", ""sour cream"", ""sugar"", ""margarine"", ""sugar""",325.9,15.8,44.7,5.0,8,"In large bowl, combine first four ingredients well."", ""Stir in corn muffin mix."", ""Pour into 9x13-inch pan."", ""Drizzle melted margarine over top and sprinkle with sugar."", ""Bake in preheated 350°F oven for 55-60 minutes.",0,0,1
912,Low-Fat Oven-Fried Chicken,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/31/1/piclmghkE.jpg",PT35M,PT1H15M,PT1H50M,"""low-fat buttermilk"", ""chicken breast halves"", ""chicken drumsticks"", ""chicken thighs"", ""all-purpose flour"", ""salt"", ""white pepper"", ""ground cumin""",297.2,14.3,14.4,25.9,4,"""Combine chicken pieces and buttermilk in a large zip-top bag and marinate in refrigerator 1 hour, turning occasionally."", ""Preheat oven to 450°F."", ""Combine flour and seasonings in another large plastic bag."", ""Remove chicken from first bag (discarding marinade) and shake in flour mixture one piece at a time."", ""Shake off excess flour."", ""Place chicken pieces on a baking sheet lined with parchment paper."", ""Lightly coat chicken with cooking spray."", ""Bake for 35 minutes or until done, turning after 20 minutes.""
)",0,0,1
913,Swiss Steak Del Rio,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/31/4/picheV9Ez.jpg",PT2H,PT15M,PT2H15M,"""mushrooms"", ""diced tomatoes"", ""water"", ""green pepper"", ""cornstarch"", ""cayenne pepper""",249.7,13.3,6.9,24.8,8,"Cut steak into serving size pieces and put into a 2 1/2 quart glass or pyrex casserole."", ""For easier cleanup, spray casserole with nonstick spray first."", ""Sprinkle steak with soup mix, mushrooms, green pepper (if using) and tomatoes."", ""Mix A-1 Sauce, water and cornstarch; pour over steak."", ""Cover and bake at 375° for about 2 hours.",0,0,0
914,Cheesy Hot Dogs,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/34/4/pic8NxXEU.jpg",PT8M,PT5M,PT13M,"""cheese slices"", ""bacon""",399.1,25.7,25.5,15.7,4,"Fry bacon but stop while bacon is still soft."", ""WHILE BACON IS FRYING: Slice hot dogs in half length wise."", ""Cut a cheese slice in half and place end to end along the cut side of the dog."", ""Put dog together."", ""Wrap bacon around the hot dog and secure with tooth picks."", ""Bake at 350 degrees until cheese is melted."", ""Remove toothpicks."", ""Put in bun- garnish- enjoy- Kids love this.",0,0,1
915,Peanut Butter Cupcakes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/36/2/picRzwwOo.jpg",PT18M,PT10M,PT28M,"""all-purpose flour"", ""baking powder"", ""salt"", ""peanut butter"", ""vegetable shortening"", ""sugar"", ""eggs"", ""vanilla extract"", ""milk""",193.1,10.9,21.8,5.0,18,"""Preheat oven to 350 degrees F."", ""Line eighteen 2 1/2-inch muffin cups with paper baking liners."", ""In bowl, combine flour, baking powder and salt."", ""In large bowl, with mixer at medium speed, beat peanut butter and shortening until combined."", ""Add sugar and beat until light and fluffy, about 3 minutes."", ""Add eggs, one at a time, beating well after each addition."", ""Beat in vanilla."", ""Reduce speed to low; add flour mixture alternately with milk, beginning and ending with flour mixture, occasionally scraping bowl with rubber spatula."", 
""Divide batter evenly among cups."", ""Bake until toothpick inserted in center of cupcake comes out clean, about 18 minutes."", ""Place 1 piece of chocolate on top of each cupcake; return to oven until chocolate melts, about 1 minute."", ""With small metal spatula, spread chocolate over tops of cupcakes."", ""Remove from pans and cool on wire racks."")",0,1,1
